no,content,score,date
17709,오늘라라랜드를보면서 엄청 오열을했습니다저와같이 이영화를보며러 참을수없을만큼오열한분계신가요 이영화는 진짜오래오래 간직해서추억의편지를 꺼내읽듯이 앞으로계속볼영화인것같네요,10,2016.12.18 23:37
17710,관람객       평들이 좋아서 보았는데 괜찮은 영화라고 생각합니다 처음에는 약간 지루한 느낌이 있었습니다 그런데  중반을 넘어가면서 오히려 흥미가 생기더군요  아주 뛰어난 영화는 아니지만  볼만합니다,8,2016.12.18 19:01
17711,갠적으로 뮤지컬 영화를 좋아합니다  멋진 째즈음악도 좋았고 탭댄스도 멋졌어요  스토리가 조금은 부족할수도 있었는데 멋진 영상미로 굿굿,9,2016.12.18 18:53
17712,관람객       노래 좋고 영상 이뻤음,8,2016.12.18 18:35
17713,관람객       영상도 이쁘도 노래도 좋고 이야기 전개방식도 색다르고,9,2016.12.18 18:33
17714,관람객       샤갈의 그림처럼 환상적인 영상미  깊은 여운,9,2016.12.18 18:32
17715,황홀하고 아름다움의 결정판  스토리는 조금 아쉽지만 그 외 모든것이 완벽했어요,10,2016.12.18 18:32
17716,내 인생에서 두고두고 꺼내보고싶은 영화 중 하나,10,2016.12.18 18:31
17717,관람객       약간 지루할 수 있지만 현실적이기도 하면서 마음이 따뜻해지는 아련해지는 그런 영화로 연말 마무리하기에 추천합니다,9,2016.12.18 18:28
17718,알바들 풀어서 1점씩 준 것 같네 볼만함 못해도 8점,10,2016.12.18 18:23
17719,너무 슬프다,10,2016.12.18 18:15
17720,관람객       잘봣어요 재밌는영화였어요,10,2016.12.18 18:15
17721,관람객       아련한 꿈과 그 꿈을 함께했던 사랑에 대한 기억과 추억 아름다운 음악과 영상,8,2016.12.18 18:15
17722,관람객       넘 재밌오요 한번 더 볼꺼에요,10,2016.12.18 15:33
17723,개인적으로 평점 1점 주는사람들 이해안가네영화 보긴 본건가,10,2016.12.18 12:46
17724,관람객       음  너무 확확 바뀌는 스토리와  어울리는 타이밍이 아날 때 뮤지컬 같은 요소가 나와서 당황스러움,6,2016.12.18 03:34
17725,관람객       끝부분의 결말이 조금 아쉽다,9,2016.12.18 02:14
17726,관람객       올해 최고의 영화,10,2016.12.18 00:33
17727,관람객       졸려요 죽겟습니다 괜히봤어,3,2016.12.17 18:39
17728,관람객       집에서 보세요 10자 10자,6,2016.12.17 18:16
17729,관람객       음악이 좋았지만 좀 지루했어요,7,2016.12.17 14:50
17730,관람객       기대치가 컷나봐요 비례해서 실망이 크네요,6,2016.12.17 14:48
17731,관람객       재밌게 봤어요,6,2016.12.17 00:47
17732,반짝거리고 노래 좋고 보는 내내 썩 나쁘진 않았지만 사실 따져보면 스토리는 별거 없는 듯 그리고 마지막을 꼭 그렇게 연출했어야만 하는지 의문이다 판타지로 빠질 듯 청춘 음악물로 빠질 듯 로맨스로 빠질 듯하다 결국 아무것도 아닌 채로 끝난 느낌,6,2016.12.16 20:49
17733,관람객        내러티브의 주된 갈등이 너무 진부했고 결말도 너무 진부했고 둘다 실패하면 외않되    음악도 사람들이 너무 칭찬을 많이 해서 잔뜩 기대했던 것만큼은    아니었다    이미 많이 있는 음악 이미 많이 있는 가사,6,2016.12.15 19:12
17734,관람객       너무기대한듯생각보단,5,2016.12.14 23:23
17735,진짜 별로였음    왜봣을까 싶었네  판도라 2번 볼껄,2,2016.12.14 23:12
17736,화장실 가고싶어 죽을 뻔 했는데 왜 참았지,2,2016.12.14 20:30
17737,관람객       개인적으로 내취향이 아니어서 주위평보다  별로였다 기대감이 컸었나보다 어수선하게 집중이 잘안된점 아쉬웠다,7,2016.12.14 11:01
17738,오프닝과 엔딩은 10점 나머지는 글쎄,7,2016.12.14 08:08
17739,관람객,6,2016.12.14 01:24
17740,관람객       볼만했지만 남는 건 없었어,7,2016.12.13 22:54
17741,관람객       울 줄 몰랐는데 예상치 못한 데서 울컥울컥함웰텀 투 더 셉스 어쩔 거야   휴지 갖고 들어가세요,10,2016.12.13 21:12
17742,영상미  촬영 다 좋았다  영화 자체는 매우 만족  하지만 남자캐릭터 입장에서는 너무 처참한 결말이다   여자는 초반부터 바람피우고 현 남자주인공을 만나다  또 다른 남자에게로 가는데 좀 그렇더라 이건 로멘틱한 영화인가,7,2016.12.13 20:32
17743,너무 기대를 해서 그런가 재미나 감동 포인트를 전 못찾았네요,2,2016.12.13 09:48
17744,엄청 기대하고 봤는데      가 만든 거품인 듯  보지마삼,6,2016.12.13 08:53
17745,너무 기대하고 봐서그런지 생각보다는 재미없었네요영상이랑 음악은 좋았는데 스토리와 결말부분에 약간의 의문이들었어요,2,2016.12.13 00:06
17746,무드 인디고 덜 슬픈 버전,7,2016.12.12 19:23
17747,영화는 예뻤지만 서로의 꿈을 응원하며 각자의 길은   솔직히 아니었음  중간까지는 좀 지루했고  라이언의 피아노 연주와 엠마의 목소리는 최고였음,8,2016.12.12 17:14
17748,관람객       이 꿈에서 깨기 싫어요,10,2016.12.12 14:27
17749,관람객       여친이랑 봐서 좋았다 호,10,2016.12.12 14:01
17750,관람객       꿈을 이루는 과정을 보여주는 영화 꿈을 노래하고 찾아가는 사람들은 찬란하게 빛난다,9,2016.12.12 10:38
17751,정말이지 별점을 안줄수없는 영화  인사이드아웃의 기쁨이와 슬픔이가 왜 필요했던가를  현실적으로 알게해준다,10,2016.12.12 10:37
17752,영화를 보는 내내 들었던 생각은   34 와 영화같다   34  내가 느꼈던 이 영화는 정말 영화같은 영화다  개인적으로는 결말이 아쉬웠지만 오히려 그런 결말이어서 더 완성도 높은 영화,10,2016.12.12 10:33
17753,관람객       기대이상은 아니지만 재밋어영,10,2016.12.12 10:27
17754,처음으로 영화가 아름답다고 느껴졌어요,10,2016.12.12 10:25
17755,관람객       아주 행복한 영화 꿈을꾸는것 같다 하루종일 행복하다,10,2016.12.12 10:09
17756,웃다가 울다가 난리도 아니었다,10,2016.12.12 10:09
17757,관람객       아름다운 사랑에 아름다운 색감까지  푹빠져서 아직까지 여운이 가시지 않네요,10,2016.12.12 10:09
17758,저는넘신선하고 좋았어요   다시보고싶네요,10,2016.12.12 10:06
17759,너무나아름다운 꿈같은 영화  라이언고슬링은 배우하려고 태어난게 분명하다    아이맥스로 보고왔지만 두번 더 아이맥스로 볼예정   배우들의 눈빛이 꿈과 연극처럼 연출된 스크린속에 한데어우러져 예술을 그리는 영화,10,2016.12.12 09:38
17760,관람객       현실을 감싸는 감정의 파도  현실 안에서 내 꿈은 무수히 흔들리고 내 사랑은 예기치 못하게 충돌하지만 그 모든 걸 받아들이고 흘러가는대로 지나갈 수 있는 용기와 자신감이 진정한 청춘이다,10,2016.12.12 09:38
17761,외계인이 지구영화 하나 추천해달라면  저는 라라랜드 보여줄듯 합니다,10,2016.12.12 09:33
17762,초반엔 솔직히 졸았다  하지만 라이언 고슬링이 마지막에 말없이 미소 지으며        가 화면위에 새겨지자 갑자기 눈물이 주륵주륵 흘러내렸다  라이언 고슬링의 마지막 미소와              의 가사안에 라라랜드가 다 들어있었다,10,2016.12.12 09:30
17763,영화표를 사고 아주 잠시 황홀한 꿈을 꾸었다,10,2016.12.12 09:15
17764,뮤지컬이란 장르는 확실히 호불호가 갈리지만 연출력과 음악 영상미는 압권이었다,8,2016.12.12 09:08
17765,음악 영상 스토리 삼박자를 고루 갖춘 영화,9,2016.12.12 08:54
17766,대단한건 없는데 그래서 좋은거 같다 군더더기 없고 흠 없고 흥있고 사랑있다,10,2016.12.12 08:53
17767,뭔가 묘한 분위기   그런데 흡입하게 만드는 마성의 멜로디   주연배우들의 춤 노래 모두 좋았던거 같음,10,2016.12.12 08:51
17768,관람객       가지 못한 길  해야만 하는 일  열심히 살아가는 모든 사람들을 위로하는 영화,10,2016.12.12 08:35
17769,관람객       최고최고 너무너무 재미있어요,10,2016.12.12 08:25
17770,사실적이지만 아름다운 동화,10,2016.12.12 08:10
17771,관람객       꿈같은영화 꿈 꾸게하는 영화인거같아요 간만에 제대로 된 영화본것같습니다,10,2016.12.12 08:10
17772,들을 노래가 생겼다,10,2016.12.12 08:07
17773,색감 영상미가 배경뿐만아니라 출연진들의 의상부터가 아름답다  특히 여주인공의 단색옷들은 남자인 내가봐도 가지고 싶은 아름다움이었다  남주인공이 피아노를 치며 흩날리는 더듬이 머리카락도 섹시해보였다   음악영환지도 모르고 봤는데    들이 다 좋았다,10,2016.12.12 07:47
17774,뮤지컬영화장르를 그렇게 좋아하지 않아서 반신반의하며 무심하게 영화를 보러 들어갔다가 제 인생영화를 만나게 되었습니다,10,2016.12.12 06:38
17775,아름답고 슬픈영화 여운이 길게 남아서영화 끝나고 바로    찾아서 들음              듣고있음내게는 완벽한 영화였다,10,2016.12.12 05:24
17776,보고나니 올해 최고의 영화라는 말이 실감났던 영화,10,2016.12.12 03:29
17777,완벽한 영화 올해 최고의 영화를 만났다,10,2016.12.12 03:27
17778,진한여운이 남는 기분좋아지는영화네요,10,2016.12.12 03:13
17779,제가 틀린길을가고잇지 않다고 생각들게해주는 영화입니다,10,2016.12.12 02:48
17780,너무 재밌음     강추하고 싶은 영화     자신의 목표를 이루기 위해 노력 중이거나 목표 달성이 어려워 지치신 분들이 보면 좋은 영화,10,2016.12.12 02:35
17781,영화 다 보고    정주행 꼭 해보세여   트랙순서가 영화순서랑 같아서    들으면 영화의 한장면 한장면 다시 생각나면서 그 감동이 장난 아님  하  영화를 본 후에  엄청난 무기력증에 빠짐  흑흑,10,2016.12.12 02:25
17782,사랑  음악  영화에 대한 모든 감정이 이 영화에 있다  걸작을 넘어 신의 축복같은 멜로,10,2016.12.12 01:56
17783,재즈진짜좋아하는데 재즈는 재즈고 이영화는 이영화다 루즈하고 지루하다,6,2016.12.11 23:25
17784,관람객       30대 남   초반  중반 좀 지루  째즈로 귀 정화  너무 급 마무리된 결말  하지만 누구에게나 있을수 있는 현실,6,2016.12.11 20:21
17785,로맨틱 뮤지컬인데 재미는 물론 마지막에 먹먹한 반전   12살짜리 내 딸은 약간 울었다는   아카데미 시상식에서 여우주연  감독  작품  편집  음악상 중 하나는 무조건 탐,10,2016.12.11 13:28
17786,볼만합니다 꽤괜찮아요,6,2016.12.11 12:02
17787,관람 후 여운이 많이 남는 영화   추천합니다,9,2016.12.11 11:08
17788,미드나잇 인 파리 와 비교하면 반의 반 이하  괜히 봤음,6,2016.12.11 01:34
17789,관람객       나름 재밌었습니다,6,2016.12.10 23:35
17790,관람객       신선합니다 화면이 예쁘구요,6,2016.12.10 22:54
17791,올해최고의영화였음 다들 꼭봐야할 인생영화,10,2016.12.10 15:10
17792,관람객       기대를 너무 많이했나봐요  기대에 미치지는 못했지만    가볍게 보기 좋은 영화인거같아요,8,2016.12.10 13:23
17793,뮤지컬이나 음악 좋아하시는 분들만 보실것    스토리는 볼게 없네여,6,2016.12.10 09:32
17794,배신자 돌대가리년,7,2016.12.10 00:08
17795,관람객       소장하고 생각날 때마다 보고싶은 영화,10,2016.12.09 16:00
17796,연기 영상 음악 노래 안무 모든것이 완벽했던,9,2016.12.09 08:11
17797,관람객       감동적이 었고 한편의 뮤지컬 보는 것 같았어요    사랑하고 싶어지내요   더,9,2016.12.09 00:38
17798,관람객       음악좋고  배우들 연기도 좋네요,9,2016.12.09 00:29
17799,관람객       여운이남는영호  영화추천합니당,9,2016.12.09 00:13
17800,극의 흐름을 방해하는 노래와 춤  엠마스톤과 라이언 고슬링의 부조화  엔딩까지 참고봤더니 그 어색함과 부조화 마저 의도된 연출이었던 것 처럼 느껴질정도로 엔딩이 좋았어요,8,2016.12.08 23:41
17801,영화를 단순히 눈요기나 볼거리가 아닌 예술로 좀 보는 사람들이 많았으면 좋겠다,10,2016.12.08 17:57
17802,음악이 슬프다는 걸 왜 알아차리지 못했노,9,2016.12.08 17:33
17803,관람객,9,2016.12.08 17:29
17804,관람객       기다린보람이있습니다 영화의 재미보다 영화로 인해 다가오는 행복감이 더감사합니다,10,2016.12.08 17:14
17805,영화 시작하고 첫 장면과 마지막 장면을 잊을 수 없네요,9,2016.12.08 17:03
17806,마지막 장면에서는       프라임 러브 가 생각났다  말하지 않아도 남녀 주인공이 서로 주고받은 눈빛과 미소가 모든 걸 말해준다,9,2016.12.08 16:03
17807,꿈과 환상의 라라랜드영화도 꿈같았다마지막 상상씬에서처럼 계속해서 그들의 꿈을 좇았다면  결말을 보고 아쉬워하지 않았을 것이다,9,2016.12.08 14:57
17808,관람객       영화를 보고 나와서도 즐거움이 계속 되는 기분이었어요   기분이 좋아지는 영화입니다,10,2016.12.08 11:15
17809,관람객       한편의 뮤지컬을 보는듯한 구성과 주인공들의 노래  연주실력이 영화보는 내내 웃음짓게 하는 부분이 있었네요  다만 반전이 있는 결말이고 생각지 못한 상황이라 당황하긴 했지만 뭔가 여운이 많이 남는 거 같아요,7,2016.12.08 09:46
17810,관람객       옛날 애니메이션같은 연출이 아주 좋았음 이감독 영화는 믿고봐도 될 것 같다,9,2016.12.07 23:37
17811,재즈와 뮤지컬의 만남  뭔가 둘 중 하나에 집중했다면 더 좋았을 영화  하지만 라이언 고슬링과 엠마 스톤의 합이 잘 맞고  마지막 상상 장면이 인상 깊었던 영화  너무 많은 기대를 하지않고 본다면 오히려 괜찮을 듯,7,2016.12.07 22:52
17812,물랑루즈가 생각나는데 그정도는 아닌듯,8,2016.12.07 11:51
17813,관람객       기대를 너무 했던 탓인지   주변얘기만큼 재밌진 않았네요,5,2017.03.01 18:27
17814,1점 주는 사람들 앞으로는 마블 영화나 보세요,10,2017.02.21 19:12
17815,관람객       음악도 색감도 배우의 연기도 내용 구성도 다 좋았지만 결말이 너무 예상치 못했던 현실적인 내용이라 실망감 많이 가지고 왔어요,3,2017.02.16 10:19
17816,관람객       꿈을 좇다 사랑을 잃느니 꿈을 놓치는게 낫다고 생각합니다,10,2017.02.16 02:55
17817,관람객       한편의 뮤지컬을 본듯 영상이 좋았습니다,9,2017.02.03 11:34
17818,정말 그냥 하이스쿨 뮤지컬을 보는게 나을듯 하다,3,2017.01.25 11:43
17819,관람객       볼만한데 살짝 지루함,6,2017.01.22 16:44
17820,관람객       저는 여주인공에 아쉽고 좀 지루했어요,3,2017.01.12 21:59
17821,관람객       뻔한 영화네요 평점 보고 간건데,6,2017.01.10 15:19
17822,관람객       하도 재밌다길래 봤는데 그냥 그랬음 비긴어게인 같은건줄 알았는데 완전 뮤지컬같은 그런    전개도 좀,5,2017.01.09 19:05
17823,징징대는 여주인공 시끄러운 경적소리  여주인공은 민폐가 되고 노랫소리는 소음이 되고 남주인공은 내로남불  제발 말하다 말고 노래하면서 몰입깨지 않았으면  치자면 렛잇고가 훨씬 나았다,2,2017.01.06 11:55
17824,관람객       다들 재밌다해서 봤는데 난 노잼이었음,5,2017.01.01 23:08
17825,별로임   평점보고 갔다가 지루해서 잤음최근들어 본 영화 중에 제일 별로,2,2016.12.30 06:10
17826,관람객       너무 지루했어     내스타일은안니듯,6,2016.12.26 03:45
17827,관람객       예술영화를 표방한 상업영화,3,2016.12.25 02:37
17828,너무기대를 했나    기대이하였다 재밌을수있었는데 너무 아쉬운영화,3,2016.12.24 10:06
17829,왜이렇게 평이좋은지 모르겠어요,6,2016.12.23 00:47
17830,관람객       처음에 좀 지루햇는데 뒤로 갈수록 괜찮음,8,2016.12.21 15:45
17831,보는내내 힘들고 지루했습니다  왜 툭하면 춤만 춰대는지,2,2016.12.20 23:42
17832,관람객       뭔가 좀 어설픈 느낌이 있음,7,2016.12.16 20:50
17833,정신사나웠음    중간에 나오고싶은거 참고봤음  로맨스물인지 뮤지컬쪽인지     영화보다가 시계본적 처음,6,2016.12.16 01:41
17834,관람객       뭘본건지 기억에 딱히 남지않음,4,2016.12.15 21:19
17835,제2의  비긴어게인은아닌듯,7,2016.12.15 20:09
17836,극찬을 아끼지 않는사람들이 대부분이다 그치만 나는 지루했다 영화에 영상미며  담고자 하는 메시지는 관객에게 큰 호응을 이끌어 낼 수 있었지만   왜이렇게 지루하다는 생각은 버릴 수없었던지    하품을 잘 안하는데 하품을 꽤많이했다,4,2016.12.14 08:59
17837,웬만한 영화 다 잘보는데 이런 영화는 처음이다    평론가들도 왜 저렇게 높은지 모르겠다   오프닝이랑 엔딩  중간중간 노래와 영상미는 좋아서 5점 주지만 솔직히 전달하려는 게 뭔지도 모르겠고 와닿지도 않았다   엠마 스톤 남자가 3명이나 된다,5,2016.12.12 18:25
17838,관람객       너무나 아름다운 영화입니다,10,2016.12.12 04:23
17839,이영화가 명작이라고 생각하시나요  레미제라블을 떠올려보세요,4,2016.12.12 00:15
17840,관람객       뮤지컬보는 느낌  기대이하,5,2016.12.11 23:21
17841,뮤지컬영화이고 과거와 현재를 넘나들고좀 정신없는 영화였음왜 평점이 좋은지 이해안감,4,2016.12.11 20:44
17842,관람객       처음엔 좀 구태의연하고 지루한 감이 있고그렇게 잘만든 영화는 아닙니다  내용도 좀 뻔해요하지만 엠마스톤이 이뻐서 봐줄만한 영화에요 음악영화인데 음악은 그다지,7,2016.12.11 11:57
17843,관람객       영상미와 음악이 다 한 영화  예술계 종사하는 사람들은 재밌게 볼지도 모르겠네요  내용은 일반인인 제겐 너무 별로였습니다  가장 중요한 부분이 빠져버린 것 같아서요,6,2016.12.11 02:14
17844,관람객       기대를 너무해서그런가      보는 중간중간 좀 실망도했어요한편의 드라마를 보는거 같아서 보긴좋았는데   씁쓸해지는 영화같아여  결국엔 그렇게되는구나 뭐이런,5,2016.12.10 22:45
17845,관람객       자다보다 자다보다  지루햇음 그렇다고 욕하기엔 커플이이뿌고 노래도 나쁘지않고  시간을되돌리면    로 보겟더,6,2016.12.10 17:13
17846,노래좋고  배우들 연기 좋지만  과한 설정들이 영화 몰입을 깹니다  특히  초반에 하늘로 올라가는  판타지인가요   행복한 기분을 표현할려고한건 이해하지만  음 글쎄    이 같은 표현이 많아요  정말  몰입 깨졋어요  개인차가 있겠지만요,3,2016.12.10 11:40
17847,무슨 내용인지 이해 하나도 안가고 마지막 결말이 너무 마음에 안듦  난 항상 자기를 사랑할꺼야라고 말하기가 무섭게 다른 남자 만나서 살림 차린 꼬라지 아님  진심,4,2016.12.09 16:37
17848,연인과안봐서 다행   중반부 지루해서 졸았음     끝이되어서야 영화의 의미를발견함,5,2016.12.08 23:15
17849,극장을 나서면서 폭발하는 감정을 누군가라도 붙잡고 말하고 싶어진다  댓글을 적고  리뷰를 찾고     를 들으며 라라랜드로 다시 떠나고 싶다고 생각할 것  이게 영화다,10,2016.12.08 15:12
17850,처음에 와아  했고 중반에 좀 늘어지다가 후반에 감동,8,2016.12.07 02:06
17851,관람객       결말이 너무 이상했어요   갑자기 왜 헤어지고 결혼해서 애는 언제 낳고     재밌는거같다가 뜬금없기도 하고 좀 별로엿어요,8,2017.02.20 17:57
17852,관람객       지루하던데     엔딩도 서글프고,5,2017.02.05 21:17
17853,감동 황홀   잘모르겠다   결말  사랑은 개나줘라  였여,5,2017.02.02 11:07
17854,관람객       러닝타임 120분이 넘는영화  보다가 중간에 나온 평생 다섯손가락 안에 드는 영화  음악도 너무 좋아하고 뮤지컬을 특히나 사랑해서 후기보고 선택한 영화인데  돈아깝다  러닝타임도 너무 길고  뮤지컬도 아니고 영화도 아닌 애매모호한 경계에서 긴장감이,4,2017.01.10 14:56
17855,핵노잼 개지루 뭘표현한 영화인지 모르겠고 남는건 재즈 괜찮네 엠마스톤 노란옷 잘어울린다 예쁘다가 끝이었음,2,2016.12.18 04:18
17856,관람객       기대보다 별로였어요,5,2016.12.17 13:58
17857,관람객       스토리가 탄탄하지 않고 개인적으로 몰입도 떨어지고 재즈도 별로 안좋아해서 그냥 그랬음,6,2016.12.15 20:01
17858,평론가가 유난 떨만한  영화는  아닌데   평점은  도대체  뭘로  주는거지     노래는  좋았는데  뜬금없이  자꾸  나오는  노래는  거슬렸다,7,2016.12.13 15:35
17859,이쁘긴이쁨대 진짜 스토리가    임 웹툰보다 스토리가 허술하고 얕음 몰입도도 별로,2,2016.12.13 00:45
17860,지루하다 마지막 2분 반전  그리고 감흥없는 마무리,5,2016.12.12 05:54
17861,유쾌한 분위기의 영화이긴 했다만   솔직히 재미는 그닥   왜 평점이 높은건지 모르겠음,5,2016.12.11 03:32
17862,관람객       생각보다    기대를 너무 마니 햇나바여,5,2016.12.11 00:53
17863,난 이게 왜 재미가있는지 아직도 이해를못하겠다 그냥 전반적으로 지루하다 로맨스라고해서 진정 로맨스도아닌 뮤지컬도아니거와  원스 비긴어게인 싱스트리트와같은 음악적감동을 기대하고보자니 이영화는 매우 형편없다  해외액션   등과 같은걸좋아한다면피하길,3,2016.12.10 13:30
17864,관람객       노잼   노잼입니다   중간중간 잤어요 색감은좋고 노래도좋지만 내용에 몰입력은없었어요 재미없고 김,5,2016.12.11 00:33
17865,관람객       스토리 흐름도 음악도 여러모로 엉성하고 부실한 느낌    개인적으로 전 별로였습니다,5,2016.12.10 19:16
17866,잘 자고 나왔습니다    호불호가 많이 갈릴듯한 영화군요,4,2016.12.08 14:50
17867,과거는 왜 아름답게 기억될까,4,2016.12.07 13:11
17868,솔직히  중간중간 지루하고 노잼이였습니다  하지만 참고 봤더니 나중에 한번씩 생각나더라구욨,1,2017.02.28 22:42
17869,슬프고 짜증나는 영화,1,2017.02.24 04:47
17870,관람객       보는 사람에 따라 호불호가갈립니다,5,2016.12.12 08:27
17871,평론가 취향과 내 취향은 맞지 않는건가   음악과 영상은 정말 좋지만 스토리가 너무 지루하다,5,2016.12.09 04:20
17872,내용도 감이 안잡히고  뭘 말해주는지도 모르겠고 단순히 영상미    로 내세우는 영화같았음   뭐 호가 많아보이기는 한데 개인적으로 미칠듯이 지루하고 우리 영화관에는 이거 보다가 탈주하는 사람도 많았음  보다가 잘 정도로 나는 불호,1,2017.02.16 14:53
17873,위플래쉬와 더불어 재미없기는 역대급,1,2017.01.31 13:34
17874,왜재밌지  오글거리고 멀미남,1,2016.12.26 14:44
17875,개노잼 내용도 별로고 진짜 개노잼 크리스마스이브에 시간 개아까움,1,2016.12.24 22:31
17876,관람객       화면 예쁘장하고 음악 들을만한데 그게 다야,5,2016.12.12 20:32
17877,그리스 이후 제대로 된 뮤지컬 영화는 없다,2,2016.12.07 23:51
17878,관람객       여자친구가 재밌다고 해서 6점 사람마다 다르겠지만 재즈를 잘 살린영화도 아니고 애뜻한 로맨스를 잘 살린 영화도 아니고 뮤지컬영화라고 하지만 많이 그렇지도 않은    누구나 지루 할 수 있는 영화,6,2016.12.12 02:22
17879,인종주의자가 나오는 영화는 안봄,1,2016.12.08 15:39
17880,너무 비현실적인 영화네    꼭 보라고들 하길래 봤는데    완전실망    비현실적인 감성주의자들이나 좋아할 영화     대중적으로 좋아할만한건 아니었네   아 시간 아깝다,1,2017.02.20 11:28
17881,원스와 비긴어게인을 기대했는데  정말 중간에 나오고싶은 영화였어요   보는내내 이게뭐지  라는 생각이 떠나질않았던,5,2016.12.07 14:04
17882,시작 5분뒤 잠들었네요  15년만에 처음으로잘잤네요   내돈,1,2016.12.20 20:35
17883,여자친구가 보러 가자 하면 때려 죽여서라도 말려야 함,1,2016.12.10 23:47
17884,관람객       이 영화에 왜 그렇게 열광하는지 이해가 안간다 심지어 중간에 졸기까지 했다  내용이 너무 뻔하다 좋은 음악이 나오기는 하지만 감동적이기까지 하지는 않았다,4,2017.03.12 16:46
17885,관람객       기대가 넘 커서   조금 아쉬었어요,7,2017.03.12 12:47
17886,관람객       초반에 지루함이  중간에 슬픔이  후반에 빡침이  후에 이해가,8,2017.03.11 15:52
17887,관람객       노래는 괜찮았지만 스토리 자체는 대체적으로 진부한면이 없지않아 있음  뮤지컬 영화를 좋아한다면 괜찮지만 그게 아니라면 생각만큼 재밌다고 느끼지 못할 수도 있는 영화,8,2017.03.06 13:24
17888,관람객       노래는 괜찮았지만 스토리 자체는 대체적으로 진부한면이 없지않아 있음  뮤지컬 영화를 좋아한다면 괜찮지만 그게 아니라면 생각만큼 재밌다고 느끼지 못할 수도 있는 영화,8,2017.03.06 13:24
17889,관람객       같은 주제 같은 캐스팅으로 더 나은 영화가 생각날뿐 아쉬움 돋는 영화,6,2017.03.06 10:50
17890,관람객       너무 기대하고봐서 별로였덩,8,2017.03.01 21:20
17891,개인적으론 좀 많이 지루했고 왜 결말을 그렇게 지었는지도 이해 안감,4,2017.03.01 21:15
17892,관람객       다소 지루했어요 아 졸려,7,2017.02.25 14:56
17893,관람객       그냥뭐 오    초,4,2017.02.24 14:22
17894,관람객       너무재밌다는말을많이들어서인가   저는그냥 그렇더라구요  탭댄스장면은기억에남네요,7,2017.02.19 23:35
17895,지나간 사랑  생각 많이 나네  힘내자,10,2017.02.18 05:26
17896,뮤지컬과 재즈를 좋아하는 제겐 안성맞춤이었네요 그리고 마지막에는 지난사랑을 돌아보게하는 먹먹하면서도 씁쓸달콤함을 안겨주었어용   여운이 많이남아용,10,2017.02.18 04:16
17897,재즈 커피 꿈 사랑 로맨틱,10,2017.02.18 01:35
17898,처음은지루했지만 끝이다한영화내일또볼거다,10,2017.02.17 23:51
17899,영화 보는 내내 행복했어요,10,2017.02.17 21:04
17900,관람객       그냥 무난한영화 내취향은 아님,8,2017.02.12 19:52
17901,관람객       뮤지컬 영화 좋아하는 사람 보면 좋을 듯 해요 그렇지 않으면 좀 지루하고 뜬금없다는 느낌 들 수 있겠네요,6,2017.02.12 18:37
17902,관람객       음악을 통해 남자와 여자가 만나  사랑하고  각자의 꿈을 향해 노력하고     5년이 지나 우연히 만나    헤어지는     영화의 시작부터 끝까지 음악과 춤이 중요한 부분을 차지하는 것 같다,6,2017.02.11 21:33
17903,관람객       좋은 영화라는 생각이 드는데  연결과정이 매끄럽지 않다는 느낌을 받았습니다,7,2017.02.11 19:02
17904,관람객       춤추는 장면 너무 작고 동작반복해서   좋았어요  마이든 사람애개 간건 별로  배신을 자신닜데 했음,6,2017.02.11 11:24
17905,관람객       극초반과 극후반만 집중할수있었던  그래도 영상미와 음악들은 아주좋았음,6,2017.02.09 14:33
17906,관람객       뮤지컬 영화라 기대를 너무했는지 생각보다 별로네요왜 별점이 높은지 이해불가,5,2017.02.09 07:44
17907,관람객       음악자체는 좋았으나 동작들이 과거 웨스트사이드스토리 연상시켰고 그작품보다 완성도가 떨어진다는 느낌을받았다,6,2017.02.09 05:44
17908,헐리웃을 예찬했다는 것에 흥분해 이렇게나 찬사를 보내는 이유는 무엇인가  무엇이 관객들의 판타지를 충족시킨 건가  마지막을 위하여 꾸역꾸역 달려간 영화가 아니던가  과연 이 영화가 정말 2016년 최고의 영화인가,5,2017.02.08 02:10
17909,관람객       글쎄      요       뭐라말해야할지     내용의 전개가 좀 지루하네요,7,2017.02.05 20:18
17910,관람객       기대를하고봐서그런가요  생각보다는,9,2017.02.05 07:42
17911,관람객       평소 뮤지컬 영화를 버티지못하는데   라라랜드도 역시나였다  중간에는 졸기까지했다  내용은 다 좋았는데  뮤지컬로 연출한 장면은 오글거려서 볼 수가없었다  기대했는데 아쉬웠던 영화,5,2017.02.05 01:33
17912,10점도 모자라는 작품   2번 돌려보고 계속 돌려보게 된다,10,2017.01.31 15:10
17913,딱 그정도가 적당  음악이나 내용 보다는 색체나 미술을 중시한 영화같음,4,2017.01.31 00:53
17914,관람객       여주인공 예쁨  내용 알맹이 없음,6,2017.01.30 22:35
17915,관람객                  사람들이 왜 그렇게 열광하는지 잘 모르겠음,5,2017.01.30 21:35
17916,관람객       황홀까지는    아니고 기대안하고 보기엔 적당한 재미,8,2017.01.30 04:09
17917,영화 공부 많이 한 모범생이 만든 것 같음  오마주 또는 향수에 즐거워 하는 사람들 있고 화려하고 많은 의미를 말하는 영상을 좋아는 사람  노래와 춤을 칭찬하지만 영화는 오프닝만 강렬하고 그냥 보통인듯,5,2017.01.29 22:45
17918,관람객       중간이 지루함니당,9,2017.01.29 10:12
